ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
NET-E-0081,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.88,satisfied,False,True,False,erp
NET-E-0082,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,High,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.72,satisfied,False,False,False,erp
NET-E-0083,ERPNext not accessible from branch office,Urgent - Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.82,not_helpful,False,False,False,erp
NET-E-0084,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.89,satisfied,False,True,False,erp
NET-E-0085,ERPNext not accessible from branch office,Not sure if this is the right place but our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.66,satisfied,False,False,False,erp
NET-E-0086,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.96,satisfied,False,True,False,erp
NET-E-0087,ERPNext sessions timing out too quickly,I have been dealing with this for days. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.85,not_helpful,False,True,False,erp
NET-E-0088,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.75,not_helpful,False,False,False,erp
NET-E-0089,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.84,not_helpful,False,True,False,erp
NET-E-0090,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.79,not_helpful,False,False,False,erp
NET-E-0091,ERPNext sessions timing out too quickly,"Hello, My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly. Please help.",Network & Connectivity,Medium,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.9,satisfied,False,True,False,erp
NET-E-0092,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.88,satisfied,False,True,False,erp
NET-E-0093,ERPNext not accessible from branch office,"Hi, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,Critical,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.78,escalated,True,False,False,erp
NET-E-0094,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.8,not_helpful,False,False,False,erp
NET-E-0095,ERPNext sessions timing out too quickly,This is really frustrating. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,HR,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.83,not_helpful,False,True,False,erp
NET-E-0096,ERPNext not accessible from branch office,Following up on this issue — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.76,satisfied,False,False,False,erp
NET-E-0097,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0098,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.86,satisfied,False,True,False,erp
NET-E-0099,ERPNext not accessible from branch office,Urgent - Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.7,satisfied,False,False,False,erp
NET-E-0100,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.69,satisfied,False,False,False,erp
